dia_compra;mes_compra;a�o;dia_semana;nro_ticket;filial_id;suma_total;cantidad_productos;nota;el_tiempo_de_la_atencion_fue_agil_y_rapido;atencion_amable;el_local_se_encontraba__limpio_y_ordenado;pto_contacto;nivel_2;dia_respuesta;genero;rango_edad;region;segmento_actividad;medio_de_pago;vend_id;Random
30-04-2020;4;2020;jueves;ab1d4;182;3298;3;10;9;10;10;Local 182;Locales;01-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;18413;191
30-04-2020;4;2020;jueves;ab1d5;498;26441;7;10;7;10;8;Local 498;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;10160;878
21-04-2020;4;2020;Martes;ab1d6;565;21256;5;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;2446
30-04-2020;4;2020;jueves;ab1d7;124;29260;5;10;10;10;10;Local 124;Locales;01-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Excedente;1071;4554
26-04-2020;4;2020;Domingo;ab1d8;565;61152;8;9;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;5342
24-04-2020;4;2020;Viernes;ab1d9;565;70435;7;7;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;8571
28-04-2020;4;2020;Martes;ab1d10;565;30989;2;9;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;10508
28-04-2020;4;2020;Martes;ab1d11;565;15184;7;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;10869
28-04-2020;4;2020;Martes;ab1d12;565;19790;2;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;22545
29-04-2020;4;2020;Miercoles;ab1d13;565;30251;4;10;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;23903
30-04-2020;4;2020;jueves;ab1d14;477;74491;9;10;10;10;10;Local 477;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;22745;35752
29-04-2020;4;2020;Miercoles;ab1d15;565;19990;2;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;38797
29-04-2020;4;2020;Miercoles;ab1d16;565;13998;2;8;;;;Compra Onl;Compra Online Despac;15-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;1;40050
30-04-2020;4;2020;jueves;ab1d17;194;368900;1;8;9;10;;Local 194;Locales;01-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;19216;43393
30-04-2020;4;2020;jueves;ab1d18;291;11938;1;10;10;10;;Local 291;Locales;01-05-2020;Masculino;De 60 años y más;VIII Biobío;Activo;Efectivo;10485;43466
30-04-2020;4;2020;jueves;ab1d19;335;38609;8;8;10;10;7;Local 335;Locales;07-05-2020;Masculino;De 46 a 60 años;II Antofagasta;Activo;Credito;14125;45957
28-04-2020;4;2020;Martes;ab1d20;565;11669;4;8;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;46076
30-04-2020;4;2020;jueves;ab1d21;182;135983;55;9;9;10;;Local 182;Locales;01-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;19479;48101
30-04-2020;4;2020;jueves;ab1d22;388;8483;8;10;10;10;10;Local 388;Locales;01-05-2020;Femenino;De 36 a 45 años;XVI �uble;Activo;Debito;18510;50444
30-04-2020;4;2020;jueves;ab1d23;89;45293;8;10;10;10;;Local 89;Locales;01-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;15933;50763
30-04-2020;4;2020;jueves;ab1d24;496;142835;5;10;10;10;10;Local 496;Locales;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1088;55100
30-04-2020;4;2020;jueves;ab1d25;626;49384;2;10;10;10;10;Local 626;Locales;01-05-2020;Femenino;De 26 a 35 años;VII Maule;Activo;Credito;13849;55185
30-04-2020;4;2020;jueves;ab1d26;220;20800;2;10;10;10;10;Local 220;Locales;01-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;16238;56313
26-04-2020;4;2020;Domingo;ab1d27;565;29760;8;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;57074
25-04-2020;4;2020;Sabado;ab1d28;565;73992;10;3;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;66088
30-04-2020;4;2020;jueves;ab1d29;565;31948;7;10;;;;Compra Onl;Compra Online Despac;13-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;66279
30-04-2020;4;2020;jueves;ab1d30;158;22439;1;10;10;10;10;Local 158;Locales;01-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;13677;70406
30-04-2020;4;2020;jueves;ab1d31;453;55151;9;10;9;10;10;Local 453;Locales;01-05-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Excedente;5208;71296
30-04-2020;4;2020;jueves;ab1d32;196;24446;5;10;8;10;10;Local 196;Locales;06-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;13626;73416
26-04-2020;4;2020;Domingo;ab1d33;565;13499;2;10;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;76258
22-04-2020;4;2020;Miercoles;ab1d34;565;50672;21;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Semi Activo;Debito;1;77907
30-04-2020;4;2020;jueves;ab1d35;157;2967;1;4;8;5;5;Local 157;Locales;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;23221;78707
30-04-2020;4;2020;jueves;ab1d36;103;1876;5;10;10;10;;Local 103;Locales;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;4183;79688
23-04-2020;4;2020;jueves;ab1d37;565;12589;2;9;;;;Compra Onl;Compra Online Despac;03-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Fugado;Debito;1;80484
30-04-2020;4;2020;jueves;ab1d38;480;6265;2;10;10;10;10;Local 480;Locales;08-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;3446;80594
30-04-2020;4;2020;jueves;ab1d39;381;71310;22;5;6;5;6;Local 381;Locales;04-05-2020;Masculino;De 60 años y más;V Valparaíso;Activo;Efectivo;2650;81942
30-04-2020;4;2020;jueves;ab1d40;166;24742;1;10;10;10;10;Local 166;Locales;02-05-2020;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Efectivo;9961;82176
30-04-2020;4;2020;jueves;ab1d41;48;43939;6;10;10;10;10;Local 48;Locales;02-05-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Excedente;4663;85364
29-04-2020;4;2020;Miercoles;ab1d42;565;15391;3;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;85438
30-04-2020;4;2020;jueves;ab1d43;16;58784;17;10;10;10;10;Local 16;Locales;01-05-2020;Femenino;De 36 a 45 años;VII Maule;Activo;Excedente;9753;85723
30-04-2020;4;2020;jueves;ab1d44;362;4070;2;10;9;10;10;Local 362;Locales;06-05-2020;Masculino;De 46 a 60 años;V Valparaíso;Activo;Debito;19519;86255
24-04-2020;4;2020;Viernes;ab1d45;565;23988;3;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;87449
28-04-2020;4;2020;Martes;ab1d46;565;18058;3;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;1;90711
28-04-2020;4;2020;Martes;ab1d47;565;50677;4;7;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;97338
29-04-2020;4;2020;Miercoles;ab1d48;565;17988;3;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;99162
30-04-2020;4;2020;jueves;ab1d49;448;8457;1;10;10;10;;Local 448;Locales;02-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21651;100144
30-04-2020;4;2020;jueves;ab1d50;136;13113;4;9;9;10;9;Local 136;Locales;01-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;12229;101695
28-04-2020;4;2020;Martes;ab1d51;565;81707;13;5;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;104800
30-04-2020;4;2020;jueves;ab1d52;190;2072;4;9;5;9;;Local 190;Locales;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;21649;105067
28-04-2020;4;2020;Martes;ab1d53;565;49387;4;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;108346
27-04-2020;4;2020;Lunes;ab1d54;565;22169;4;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Credito;1;112416
29-04-2020;4;2020;Miercoles;ab1d55;565;69887;5;7;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;114103
30-04-2020;4;2020;jueves;ab1d56;613;27990;1;10;10;10;10;Local 613;Locales;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;21240;114360
28-04-2020;4;2020;Martes;ab1d57;565;25168;7;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Excedente;1;115828
26-04-2020;4;2020;Domingo;ab1d58;565;19785;6;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;118787
30-04-2020;4;2020;jueves;ab1d59;274;30153;4;10;10;10;10;Local 274;Locales;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;17119;127341
28-04-2020;4;2020;Martes;ab1d60;565;24716;5;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;127657
21-04-2020;4;2020;Martes;ab1d61;565;59281;10;7;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;131201
27-04-2020;4;2020;Lunes;ab1d62;565;21348;3;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;133459
30-04-2020;4;2020;jueves;ab1d63;156;25866;6;10;10;10;10;Local 156;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;20203;134995
28-04-2020;4;2020;Martes;ab1d64;565;33507;8;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;138844
30-04-2020;4;2020;jueves;ab1d65;51;105708;3;6;1;10;9;Local 51;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;20597;139247
28-04-2020;4;2020;Martes;ab1d66;565;29488;3;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Fugado;Debito;1;142256
30-04-2020;4;2020;jueves;ab1d67;163;5594;2;9;8;9;9;Local 163;Locales;01-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;11696;143660
30-04-2020;4;2020;jueves;ab1d68;567;8061;8;10;9;10;10;Local 567;Locales;06-05-2020;Masculino;De 60 años y más;IV Coquimbo;Activo;Excedente;16092;144562
30-04-2020;4;2020;jueves;ab1d69;460;8192;3;9;9;10;10;Local 460;Locales;02-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;6970;146657
30-04-2020;4;2020;jueves;ab1d70;595;22949;1;7;7;9;;Local 595;Locales;01-05-2020;Masculino;De 46 a 60 años;V Valparaíso;Activo;Debito;21425;148399
29-04-2020;4;2020;Miercoles;ab1d71;565;13998;2;10;;;;Compra Onl;Compra Online Despac;12-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;149362
30-04-2020;4;2020;jueves;ab1d72;578;15043;5;6;4;10;;Local 578;Locales;01-05-2020;Femenino;De 46 a 60 años;II Antofagasta;Activo;Debito;12166;149489
30-04-2020;4;2020;jueves;ab1d73;51;7497;3;9;6;10;10;Local 51;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;13478;153173
30-04-2020;4;2020;jueves;ab1d74;645;56229;3;10;10;10;10;Local 645;Locales;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;22808;154780
30-04-2020;4;2020;jueves;ab1d75;166;13364;4;10;10;10;10;Local 166;Locales;01-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;9840;154953
28-04-2020;4;2020;Martes;ab1d76;565;18598;3;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;157773
29-04-2020;4;2020;Miercoles;ab1d77;565;197130;13;5;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;158129
29-04-2020;4;2020;Miercoles;ab1d78;565;34642;4;7;;;;Compra Onl;Compra Online Despac;09-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;1;158135
29-04-2020;4;2020;Miercoles;ab1d79;565;56523;6;6;;;;Compra Onl;Compra Online Despac;10-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;161754
30-04-2020;4;2020;jueves;ab1d80;451;54908;4;10;10;10;10;Local 451;Locales;01-05-2020;Femenino;De 46 a 60 años;X Los Lagos;Activo;Excedente;3511;162631
30-04-2020;4;2020;jueves;ab1d81;450;366520;1;10;10;10;10;Local 450;Locales;01-05-2020;Masculino;De 36 a 45 años;X Los Lagos;Activo;Efectivo;7348;165428
29-04-2020;4;2020;Miercoles;ab1d82;132;39376;8;10;;;;Santiago;Compra Telefónica;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Dormido;Debito;1127;166696
30-04-2020;4;2020;jueves;ab1d83;155;1999;1;10;10;10;10;Local 155;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;16023;168453
28-04-2020;4;2020;Martes;ab1d84;565;16499;4;8;;;;Compra Onl;Compra Online Despac;03-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;170612
30-04-2020;4;2020;jueves;ab1d85;588;9151;2;10;10;10;;Local 588;Locales;02-05-2020;Femenino;De 60 años y más;V Valparaíso;Activo;Efectivo;18991;171459
29-04-2020;4;2020;Miercoles;ab1d86;565;46751;3;10;;;;Compra Onl;Compra Online Despac;14-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;171468
22-04-2020;4;2020;Miercoles;ab1d87;565;14266;3;6;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Credito;1;171740
30-04-2020;4;2020;jueves;ab1d88;135;11879;1;10;10;10;9;Local 135;Locales;06-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;8585;178988
28-04-2020;4;2020;Martes;ab1d89;565;8980;2;8;;;;Compra Onl;Compra Online Despac;14-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;183042
28-04-2020;4;2020;Martes;ab1d90;565;41921;4;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;184164
30-04-2020;4;2020;jueves;ab1d91;379;82109;19;10;10;10;4;Local 379;Locales;02-05-2020;Femenino;De 26 a 35 años;VI O'Higgins;Semi Activo;Excedente;1417;184243
29-04-2020;4;2020;Miercoles;ab1d92;565;23960;4;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;186961
30-04-2020;4;2020;jueves;ab1d93;164;24656;11;9;9;10;10;Local 164;Locales;01-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;20591;187119
30-04-2020;4;2020;jueves;ab1d94;565;24724;3;10;;;;Compra Onl;Compra Online Despac;15-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;191976
28-04-2020;4;2020;Martes;ab1d95;565;159367;27;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;192619
28-04-2020;4;2020;Martes;ab1d96;565;37256;6;9;;;;Compra Onl;Compra Online Despac;03-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;193418
30-04-2020;4;2020;jueves;ab1d97;291;25957;3;10;0;10;10;Local 291;Locales;01-05-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;973;194040
30-04-2020;4;2020;jueves;ab1d98;358;56951;3;10;;;;ret_Local;Retiro en Tienda;08-05-2020;Femenino;De 26 a 35 años;VIII Biobío;Activo;Credito;5054;195854
30-04-2020;4;2020;jueves;ab1d99;479;18390;2;10;10;10;10;Local 479;Locales;06-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;13989;197108
30-04-2020;4;2020;jueves;ab1d100;436;23970;1;9;5;10;7;Local 436;Locales;01-05-2020;Femenino;De 46 a 60 años;VI O'Higgins;Activo;Credito;18817;197244
30-04-2020;4;2020;jueves;ab1d101;430;12805;3;10;10;10;;Local 430;Locales;01-05-2020;Masculino;De 46 a 60 años;VIII Biobío;Activo;Efectivo;68;199690
28-04-2020;4;2020;Martes;ab1d102;565;49091;3;10;;;;Compra Onl;Compra Online Despac;11-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;200704
30-04-2020;4;2020;jueves;ab1d103;132;56136;4;10;;;;Santiago;Compra Telefónica;02-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;7511;201592
30-04-2020;4;2020;jueves;ab1d104;162;33548;3;9;4;10;10;Local 162;Locales;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;9406;202207
29-04-2020;4;2020;Miercoles;ab1d105;132;21098;2;9;;;;Santiago;Compra Telefónica;05-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;4307;202279
23-04-2020;4;2020;jueves;ab1d106;565;17655;9;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;204490
30-04-2020;4;2020;jueves;ab1d107;565;13293;2;9;;;;Compra Onl;Compra Online Despac;15-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;204660
30-04-2020;4;2020;jueves;ab1d108;549;21584;2;10;10;10;3;Local 549;Locales;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Dormido;Debito;4889;205498
21-04-2020;4;2020;Martes;ab1d109;565;26307;6;10;;;;Compra Onl;Compra Online Despac;03-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Semi Activo;Debito;1;207498
28-04-2020;4;2020;Martes;ab1d110;565;24491;4;10;;;;Compra Onl;Compra Online Despac;11-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;210098
27-04-2020;4;2020;Lunes;ab1d111;565;10887;4;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Masculino;De 18 a 25 años;Región Metropolitana;Dormido;Debito;1;210572
30-04-2020;4;2020;jueves;ab1d112;305;11699;1;10;10;10;10;Local 305;Locales;05-05-2020;Masculino;De 36 a 45 años;V Valparaíso;Activo;Debito;23652;210573
28-04-2020;4;2020;Martes;ab1d113;565;74948;8;9;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;1;217960
30-04-2020;4;2020;jueves;ab1d114;365;17874;1;9;7;10;10;Local 365;Locales;01-05-2020;Femenino;De 26 a 35 años;VII Maule;Activo;Debito;1311;218642
28-04-2020;4;2020;Martes;ab1d115;565;24171;5;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;220665
25-04-2020;4;2020;Sabado;ab1d116;565;52786;5;6;;;;Compra Onl;Compra Online Despac;10-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;222455
30-04-2020;4;2020;jueves;ab1d117;421;10870;3;9;7;10;10;Local 421;Locales;06-05-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;4911;222520
30-04-2020;4;2020;jueves;ab1d118;457;49586;5;10;9;10;10;Local 457;Locales;01-05-2020;Femenino;De 60 años y más;IV Coquimbo;Activo;Debito;6443;226174
25-04-2020;4;2020;Sabado;ab1d119;565;21687;5;10;;;;Compra Onl;Compra Online Despac;05-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Semi Activo;Debito;1;226781
30-04-2020;4;2020;jueves;ab1d120;284;70296;8;10;;;;ret_Local;Retiro en Tienda;01-05-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Debito;5189;228445
30-04-2020;4;2020;jueves;ab1d121;112;9177;2;7;4;10;6;Local 112;Locales;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;23079;229289
30-04-2020;4;2020;jueves;ab1d122;446;6092;3;10;8;10;10;Local 446;Locales;01-05-2020;Femenino;De 18 a 25 años;VIII Biobío;Activo;Debito;7296;229670
24-04-2020;4;2020;Viernes;ab1d123;565;14733;4;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;235828
25-04-2020;4;2020;Sabado;ab1d124;565;35286;5;9;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Semi Activo;Debito;1;237699
29-04-2020;4;2020;Miercoles;ab1d125;565;93951;22;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;237756
28-04-2020;4;2020;Martes;ab1d126;565;7087;4;10;;;;Compra Onl;Compra Online Despac;13-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;242636
30-04-2020;4;2020;jueves;ab1d127;629;42811;15;10;8;10;10;Local 629;Locales;01-05-2020;Masculino;De 46 a 60 años;XIV Los Ríos;Activo;Excedente;4766;243899
28-04-2020;4;2020;Martes;ab1d128;565;10307;5;0;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;244772
30-04-2020;4;2020;jueves;ab1d129;455;28420;8;3;3;1;3;Local 455;Locales;01-05-2020;Femenino;De 36 a 45 años;X Los Lagos;Activo;Efectivo;13337;248559
28-04-2020;4;2020;Martes;ab1d130;565;8589;2;9;;;;Compra Onl;Compra Online Despac;11-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;248652
30-04-2020;4;2020;jueves;ab1d131;16;14078;2;10;10;10;10;Local 16;Locales;03-05-2020;Femenino;De 60 años y más;VII Maule;Semi Activo;Debito;5969;252137
28-04-2020;4;2020;Martes;ab1d132;565;33900;4;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;254215
28-04-2020;4;2020;Martes;ab1d133;565;19738;4;9;;;;Compra Onl;Compra Online Despac;05-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;256144
30-04-2020;4;2020;jueves;ab1d134;255;11963;6;10;10;10;10;Local 255;Locales;06-05-2020;Masculino;De 26 a 35 años;VIII Biobío;Activo;Debito;10384;256878
30-04-2020;4;2020;jueves;ab1d135;103;5213;1;10;8;10;8;Local 103;Locales;04-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;4183;258356
22-04-2020;4;2020;Miercoles;ab1d136;565;37433;8;8;;;;Compra Onl;Compra Online Despac;05-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;260292
30-04-2020;4;2020;jueves;ab1d137;282;29679;2;10;;;;ret_Local;Retiro en Tienda;02-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;14023;264435
30-04-2020;4;2020;jueves;ab1d138;349;11938;1;2;0;10;;Local 349;Locales;01-05-2020;Masculino;De 60 años y más;X Los Lagos;Activo;Debito;15671;265801
26-04-2020;4;2020;Domingo;ab1d139;565;25114;10;2;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;265917
30-04-2020;4;2020;jueves;ab1d140;494;23897;3;9;9;10;9;Local 494;Locales;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;439;269949
30-04-2020;4;2020;jueves;ab1d141;457;8688;5;10;10;10;10;Local 457;Locales;01-05-2020;Masculino;De 36 a 45 años;IV Coquimbo;Activo;Debito;6443;269981
28-04-2020;4;2020;Martes;ab1d142;565;29391;4;9;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;271179
29-04-2020;4;2020;Miercoles;ab1d143;565;24796;4;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;271880
28-04-2020;4;2020;Martes;ab1d144;565;61876;5;10;;;;Compra Onl;Compra Online Despac;14-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;278112
28-04-2020;4;2020;Martes;ab1d145;565;34190;5;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;279020
29-04-2020;4;2020;Miercoles;ab1d146;565;61646;9;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;280084
24-04-2020;4;2020;Viernes;ab1d147;565;51257;7;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;281180
30-04-2020;4;2020;jueves;ab1d148;194;20413;1;8;9;9;9;Local 194;Locales;07-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Efectivo;19216;281220
29-04-2020;4;2020;Miercoles;ab1d149;565;20718;2;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Debito;1;285555
28-04-2020;4;2020;Martes;ab1d150;565;10358;2;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;287737
28-04-2020;4;2020;Martes;ab1d151;565;30235;5;8;;;;Compra Onl;Compra Online Despac;13-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;289979
30-04-2020;4;2020;jueves;ab1d152;116;52797;3;10;10;10;6;Local 116;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;10888;292657
