dia_compra;mes_compra;a�o;dia_semana;nro_ticket;filial_id;suma_total;cantidad_productos;nota;el_tiempo_de_la_atencion_fue_agil_y_rapido;atencion_amable;el_local_se_encontraba__limpio_y_ordenado;pto_contacto;nivel_2;dia_respuesta;genero;rango_edad;region;segmento_actividad;medio_de_pago;vend_id;Random
26-04-2020;4;2020;Domingo;ab1d153;565;28373;13;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;294067
30-04-2020;4;2020;jueves;ab1d154;200;388773;1;1;4;0;;Local 200;Locales;01-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Efectivo;8520;296019
28-04-2020;4;2020;Martes;ab1d155;565;53689;3;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;298151
30-04-2020;4;2020;jueves;ab1d156;195;27777;1;10;9;10;10;Local 195;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;16419;299045
30-04-2020;4;2020;jueves;ab1d157;169;1758;2;10;10;10;10;Local 169;Locales;04-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;23170;299512
30-04-2020;4;2020;jueves;ab1d158;132;26839;1;5;;;;Santiago;Compra Telefónica;03-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;21846;304272
30-04-2020;4;2020;jueves;ab1d159;583;12999;1;6;5;5;5;Local 583;Locales;01-05-2020;Masculino;De 26 a 35 años;VIII Biobío;Activo;Debito;16264;307055
24-04-2020;4;2020;Viernes;ab1d160;565;17386;4;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;1;312338
28-04-2020;4;2020;Martes;ab1d161;565;52987;4;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;313340
28-04-2020;4;2020;Martes;ab1d162;565;32530;7;9;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;314818
30-04-2020;4;2020;jueves;ab1d163;571;12495;5;8;10;10;10;Local 571;Locales;04-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Fugado;Debito;2476;316276
28-04-2020;4;2020;Martes;ab1d164;565;23506;11;8;;;;Compra Onl;Compra Online Despac;10-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;316724
29-04-2020;4;2020;Miercoles;ab1d165;565;54711;5;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;317809
29-04-2020;4;2020;Miercoles;ab1d166;565;16498;4;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;320879
30-04-2020;4;2020;jueves;ab1d167;319;7199;1;10;10;10;10;Local 319;Locales;06-05-2020;Femenino;De 18 a 25 años;IX La Araucanía;Semi Activo;Debito;5030;321756
30-04-2020;4;2020;jueves;ab1d168;589;22229;1;9;9;9;9;Local 589;Locales;03-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;10151;325502
26-04-2020;4;2020;Domingo;ab1d169;565;75157;11;7;;;;Compra Onl;Compra Online Despac;05-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;325679
30-04-2020;4;2020;jueves;ab1d170;367;8813;2;10;7;10;10;Local 367;Locales;06-05-2020;Femenino;De 46 a 60 años;X Los Lagos;Activo;Debito;1868;333191
30-04-2020;4;2020;jueves;ab1d171;32;120018;5;1;4;5;6;Local 32;Locales;01-05-2020;Masculino;De 46 a 60 años;IV Coquimbo;Activo;Debito;5290;334236
28-04-2020;4;2020;Martes;ab1d172;565;41756;10;8;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;337289
26-04-2020;4;2020;Domingo;ab1d173;565;51687;5;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;342040
30-04-2020;4;2020;jueves;ab1d174;140;7996;4;10;10;10;10;Local 140;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Dormido;Debito;18453;343635
30-04-2020;4;2020;jueves;ab1d175;430;16999;1;10;8;10;10;Local 430;Locales;01-05-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Credito;2164;348284
28-04-2020;4;2020;Martes;ab1d176;565;76377;10;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Excedente;1;348859
23-04-2020;4;2020;jueves;ab1d177;565;101057;17;5;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;352293
30-04-2020;4;2020;jueves;ab1d178;138;5699;1;10;10;10;10;Local 138;Locales;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Excedente;9405;354261
30-04-2020;4;2020;jueves;ab1d179;554;38483;7;9;7;8;8;Local 554;Locales;06-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;23039;354492
29-04-2020;4;2020;Miercoles;ab1d180;565;12989;2;10;;;;Compra Onl;Compra Online Despac;13-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;355092
23-04-2020;4;2020;jueves;ab1d181;565;100179;11;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;355605
30-04-2020;4;2020;jueves;ab1d182;190;12989;2;10;10;10;10;Local 190;Locales;02-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;17434;356262
30-04-2020;4;2020;jueves;ab1d183;565;88289;6;9;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;361011
30-04-2020;4;2020;jueves;ab1d184;394;25537;2;7;7;9;7;Local 394;Locales;02-05-2020;Femenino;De 26 a 35 años;VII Maule;Activo;Debito;2301;361397
30-04-2020;4;2020;jueves;ab1d185;618;15562;5;10;10;10;10;Local 618;Locales;03-05-2020;Masculino;De 18 a 25 años;V Valparaíso;Activo;Debito;2234;362303
28-04-2020;4;2020;Martes;ab1d186;565;49047;3;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;1;362435
27-04-2020;4;2020;Lunes;ab1d187;565;79799;3;10;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;362960
28-04-2020;4;2020;Martes;ab1d188;565;131665;8;10;;;;Compra Onl;Compra Online Despac;12-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;363643
30-04-2020;4;2020;jueves;ab1d189;619;13383;4;3;3;5;6;Local 619;Locales;01-05-2020;Femenino;De 26 a 35 años;XV Arica y Parinacota;Semi Activo;Debito;10718;363959
30-04-2020;4;2020;jueves;ab1d190;264;14138;2;10;9;10;10;Local 264;Locales;01-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;9046;365738
29-04-2020;4;2020;Miercoles;ab1d191;565;20921;3;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;1;365961
30-04-2020;4;2020;jueves;ab1d192;194;469848;2;4;4;3;;Local 194;Locales;01-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Activo;Debito;21927;368330
30-04-2020;4;2020;jueves;ab1d193;98;71033;9;9;9;9;9;Local 98;Locales;06-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;20843;369481
23-04-2020;4;2020;jueves;ab1d194;565;76896;5;10;;;;Compra Onl;Compra Online Despac;10-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;371142
28-04-2020;4;2020;Martes;ab1d195;565;27998;3;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;372018
28-04-2020;4;2020;Martes;ab1d196;565;10498;2;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;372587
30-04-2020;4;2020;jueves;ab1d197;405;1214;3;10;10;10;;Local 405;Locales;04-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;4315;372949
30-04-2020;4;2020;jueves;ab1d198;291;24160;5;10;10;10;10;Local 291;Locales;07-05-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Credito;10485;376103
30-04-2020;4;2020;jueves;ab1d199;452;108122;5;9;9;9;;Local 452;Locales;01-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;5337;377019
30-04-2020;4;2020;jueves;ab1d200;565;53602;7;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;377084
28-04-2020;4;2020;Martes;ab1d201;565;13783;8;10;;;;Compra Onl;Compra Online Despac;12-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;383793
29-04-2020;4;2020;Miercoles;ab1d202;565;64619;4;8;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Credito;1;383930
30-04-2020;4;2020;jueves;ab1d203;559;36696;4;10;9;10;9;Local 559;Locales;07-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;4742;384436
25-04-2020;4;2020;Sabado;ab1d204;565;81883;8;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;387851
29-04-2020;4;2020;Miercoles;ab1d205;565;27997;3;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;388012
29-04-2020;4;2020;Miercoles;ab1d206;243;8399;1;1;2;3;2;Local 243;Locales;06-05-2020;Femenino;De 26 a 35 años;V Valparaíso;Semi Activo;Efectivo;23762;390758
27-04-2020;4;2020;Lunes;ab1d207;565;57428;7;9;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;393969
28-04-2020;4;2020;Martes;ab1d208;565;35088;3;10;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;394934
30-04-2020;4;2020;jueves;ab1d209;108;66757;10;9;10;10;10;Local 108;Locales;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;20982;396084
30-04-2020;4;2020;jueves;ab1d210;565;13998;2;10;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;396772
30-04-2020;4;2020;jueves;ab1d211;182;4489;2;10;10;10;10;Local 182;Locales;01-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;18483;397767
30-04-2020;4;2020;jueves;ab1d212;288;12049;8;10;10;10;10;Local 288;Locales;02-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;8766;397880
29-04-2020;4;2020;Miercoles;ab1d213;565;28312;3;8;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;399438
30-04-2020;4;2020;jueves;ab1d214;178;12806;2;0;0;0;3;Local 178;Locales;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;18239;404345
26-04-2020;4;2020;Domingo;ab1d215;565;33158;4;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Dormido;Debito;1;405405
29-04-2020;4;2020;Miercoles;ab1d216;565;43990;2;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;405781
27-04-2020;4;2020;Lunes;ab1d217;565;11198;2;8;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;409590
28-04-2020;4;2020;Martes;ab1d218;565;35678;3;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;410556
26-04-2020;4;2020;Domingo;ab1d219;565;15678;4;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Excedente;1;411627
30-04-2020;4;2020;jueves;ab1d220;394;2089;1;7;7;8;7;Local 394;Locales;06-05-2020;Masculino;De 36 a 45 años;VII Maule;Activo;Debito;15791;413114
30-04-2020;4;2020;jueves;ab1d221;194;54218;13;9;9;10;10;Local 194;Locales;02-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Excedente;21927;415440
30-04-2020;4;2020;jueves;ab1d222;366;2120;2;5;2;9;3;Local 366;Locales;01-05-2020;Masculino;De 26 a 35 años;V Valparaíso;Activo;Efectivo;19454;418543
30-04-2020;4;2020;jueves;ab1d223;390;4577;2;10;10;10;10;Local 390;Locales;01-05-2020;Femenino;De 46 a 60 años;VIII Biobío;Activo;Debito;10076;421550
30-04-2020;4;2020;jueves;ab1d224;40;41340;7;8;6;10;10;Local 40;Locales;02-05-2020;Femenino;De 36 a 45 años;V Valparaíso;Activo;Debito;23583;423334
30-04-2020;4;2020;jueves;ab1d225;121;12465;4;9;9;9;8;Local 121;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;17221;424401
26-04-2020;4;2020;Domingo;ab1d226;565;31386;5;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Semi Activo;Excedente;1;428602
30-04-2020;4;2020;jueves;ab1d227;120;16833;3;9;8;8;9;Local 120;Locales;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;14051;429336
24-04-2020;4;2020;Viernes;ab1d228;565;7788;3;10;;;;Compra Onl;Compra Online Despac;04-05-2020;Masculino;De 26 a 35 años;Región Metropolitana;Dormido;Debito;1;432205
28-04-2020;4;2020;Martes;ab1d229;565;59662;7;10;;;;Compra Onl;Compra Online Despac;11-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;432247
30-04-2020;4;2020;jueves;ab1d230;376;17013;1;10;10;10;10;Local 376;Locales;01-05-2020;Femenino;De 26 a 35 años;V Valparaíso;Dormido;Debito;4440;432839
28-04-2020;4;2020;Martes;ab1d231;565;26108;4;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;433846
30-04-2020;4;2020;jueves;ab1d232;8;11699;3;10;10;10;10;Local 8;Locales;01-05-2020;Femenino;De 46 a 60 años;V Valparaíso;Semi Activo;Debito;23728;435035
30-04-2020;4;2020;jueves;ab1d233;274;21190;7;10;10;9;10;Local 274;Locales;02-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;19848;436324
29-04-2020;4;2020;Miercoles;ab1d234;565;71021;9;3;;;;Compra Onl;Compra Online Despac;17-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;437206
23-04-2020;4;2020;jueves;ab1d235;565;16996;5;8;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;440637
30-04-2020;4;2020;jueves;ab1d236;10;21878;2;7;7;10;10;Local 10;Locales;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Excedente;12037;442173
28-04-2020;4;2020;Martes;ab1d237;565;32397;3;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;443556
30-04-2020;4;2020;jueves;ab1d238;567;75879;19;10;9;10;;Local 567;Locales;01-05-2020;Femenino;De 60 años y más;IV Coquimbo;Activo;Credito;8154;445573
30-04-2020;4;2020;jueves;ab1d239;158;7397;3;8;10;10;10;Local 158;Locales;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Dormido;Credito;22266;445989
24-04-2020;4;2020;Viernes;ab1d240;565;19308;10;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Masculino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;448834
29-04-2020;4;2020;Miercoles;ab1d241;565;9968;5;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;450313
30-04-2020;4;2020;jueves;ab1d242;128;8997;3;10;10;10;10;Local 128;Locales;03-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;8935;451783
26-04-2020;4;2020;Domingo;ab1d243;565;53383;12;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;452657
28-04-2020;4;2020;Martes;ab1d244;565;51225;6;8;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;453814
30-04-2020;4;2020;jueves;ab1d245;358;15389;2;9;9;10;10;Local 358;Locales;06-05-2020;Femenino;De 36 a 45 años;VIII Biobío;Activo;Efectivo;5968;455116
30-04-2020;4;2020;jueves;ab1d246;565;79496;8;8;;;;Compra Onl;Compra Online Despac;08-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;456205
30-04-2020;4;2020;jueves;ab1d247;100;3299;1;1;4;0;8;Local 100;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;13482;459484
23-04-2020;4;2020;jueves;ab1d248;565;38074;12;10;;;;Compra Onl;Compra Online Despac;09-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;460473
29-04-2020;4;2020;Miercoles;ab1d249;565;93338;6;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Credito;1;462679
30-04-2020;4;2020;jueves;ab1d250;163;856;2;8;6;10;;Local 163;Locales;01-05-2020;Masculino;De 60 años y más;Región Metropolitana;Activo;Efectivo;16989;462868
30-04-2020;4;2020;jueves;ab1d251;382;2023;1;9;9;9;9;Local 382;Locales;01-05-2020;Masculino;De 60 años y más;V Valparaíso;Activo;Efectivo;13051;463272
28-04-2020;4;2020;Martes;ab1d252;565;11276;6;7;;;;Compra Onl;Compra Online Despac;04-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Credito;1;463665
28-04-2020;4;2020;Martes;ab1d253;565;37895;6;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;464854
30-04-2020;4;2020;jueves;ab1d254;498;17803;2;4;2;5;6;Local 498;Locales;01-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;5617;465629
29-04-2020;4;2020;Miercoles;ab1d255;565;48638;3;4;;;;Compra Onl;Compra Online Despac;13-05-2020;Masculino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;467956
30-04-2020;4;2020;jueves;ab1d256;287;15864;2;1;5;2;8;Local 287;Locales;11-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;9061;468430
30-04-2020;4;2020;jueves;ab1d257;383;7213;4;9;9;9;9;Local 383;Locales;01-05-2020;Masculino;De 36 a 45 años;I Tarapacá;Activo;Debito;21436;468976
28-04-2020;4;2020;Martes;ab1d258;565;33332;13;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Semi Activo;Debito;1;471747
28-04-2020;4;2020;Martes;ab1d259;565;53817;5;9;;;;Compra Onl;Compra Online Despac;02-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Credito;1;476923
30-04-2020;4;2020;jueves;ab1d260;132;100454;44;9;7;10;;Local 132;Locales;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;12380;480569
25-04-2020;4;2020;Sabado;ab1d261;565;60980;3;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;481115
29-04-2020;4;2020;Miercoles;ab1d262;565;32990;2;9;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;483786
29-04-2020;4;2020;Miercoles;ab1d263;565;39536;5;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;1;486994
24-04-2020;4;2020;Viernes;ab1d264;565;12489;2;10;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 60 años y más;Región Metropolitana;Activo;Debito;1;488393
28-04-2020;4;2020;Martes;ab1d265;565;54171;5;10;;;;Compra Onl;Compra Online Despac;11-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;491665
25-04-2020;4;2020;Sabado;ab1d266;565;36044;7;9;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;492353
30-04-2020;4;2020;jueves;ab1d267;301;170907;22;9;10;10;4;Local 301;Locales;01-05-2020;Femenino;De 36 a 45 años;V Valparaíso;Activo;Credito;8278;493410
30-04-2020;4;2020;jueves;ab1d268;490;31603;2;10;;;;ret_Local;Retiro en Tienda;01-05-2020;Masculino;De 18 a 25 años;Región Metropolitana;Activo;Debito;6066;493720
30-04-2020;4;2020;jueves;ab1d269;392;44946;4;10;10;10;10;Local 392;Locales;06-05-2020;Femenino;De 60 años y más;VIII Biobío;Activo;Credito;2306;497270
26-04-2020;4;2020;Domingo;ab1d270;565;15285;6;0;;;;Compra Onl;Compra Online Despac;01-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;500450
26-04-2020;4;2020;Domingo;ab1d271;565;114833;34;10;;;;Compra Onl;Compra Online Despac;03-05-2020;Femenino;De 36 a 45 años;Región Metropolitana;Activo;Debito;1;504048
29-04-2020;4;2020;Miercoles;ab1d272;565;35749;5;10;;;;Compra Onl;Compra Online Despac;07-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;505222
30-04-2020;4;2020;jueves;ab1d273;348;4198;2;10;10;10;10;Local 348;Locales;06-05-2020;Masculino;De 36 a 45 años;XV Arica y Parinacota;Activo;Debito;778;506096
30-04-2020;4;2020;jueves;ab1d274;479;21999;1;9;8;10;9;Local 479;Locales;01-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Debito;13989;507622
30-04-2020;4;2020;jueves;ab1d275;275;9638;2;8;7;10;10;Local 275;Locales;06-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Efectivo;22721;508232
30-04-2020;4;2020;jueves;ab1d276;398;1648;2;9;9;9;7;Local 398;Locales;01-05-2020;Masculino;De 36 a 45 años;VIII Biobío;Activo;Efectivo;5677;508422
28-04-2020;4;2020;Martes;ab1d277;565;82577;6;9;;;;Compra Onl;Compra Online Despac;12-05-2020;Femenino;De 46 a 60 años;Región Metropolitana;Activo;Credito;1;509336
28-04-2020;4;2020;Martes;ab1d278;565;20998;2;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 18 a 25 años;Región Metropolitana;Activo;Debito;1;510493
28-04-2020;4;2020;Martes;ab1d279;565;40591;4;10;;;;Compra Onl;Compra Online Despac;06-05-2020;Femenino;De 26 a 35 años;Región Metropolitana;Activo;Debito;1;516754
